# UC-Cross-Atlas cell-type label crosswalk
#
# Generated by scripts/build_celltype_crosswalk.py — rerun on any change
# to _broad_vocab.py / loader FINE_TO_BROAD maps / canonical_broad_DRAFT.md
# CL pin. Do not hand-edit; this file is regenerable.
#
# Tier 'fine' rows = the post-QC fine labels emitted into obs['cell_type_fine']
# by each loader. Tier 'broad' rows = the 15 _BROAD_VOCAB terms; one row per
# (atlas, broad) documenting CL anchor + whether the atlas populates that
# bucket.
#
# Atlases that live on HB only (TAURUS, HCA Gut, Pan-GI) carry
# paper-supplement-sourced DRAFT rows from 2026-06-27 (per DECISIONS 31),
# marked source='paper-supplement' and notes prefixed 'VERIFY ON LOAD:'.
# A single residual `<pending-HB-unseen: ~N labels>` row per atlas tracks
# the coverage gap for native labels that were NOT reachable from the
# paper / portal at draft time. Companion narrative (granularity flags,
# uncertain rows, source URLs): data/atlases/crosswalk_draft_notes.md.
#
# build_sha: f906d72
# build_date: 2026-06-27
atlas	tier	native_label	native_col	post_qc_label	canonical_broad	canonical_fine	cl_anchor	source	notes
taurus	fine	FGFBP2+	cell_state	FGFBP2+	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: cytotoxic CD8 / NK-like
taurus	fine	CTLA4 hi TIGIT hi	cell_state	CTLA4 hi TIGIT hi	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: exhausted CD8
taurus	fine	gamma-delta T	cell_state	gamma-delta T	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: unconventional T
taurus	fine	MAIT	cell_state	MAIT	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: invariant MR1-restricted
taurus	fine	NK	cell_state	NK	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: classical NK
taurus	fine	ILC	cell_state	ILC	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: innate lymphoid
taurus	fine	Naive B	cell_state	Naive B	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	Memory B	cell_state	Memory B	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	IFN-resp B	cell_state	IFN-resp B	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: IFN-stim B
taurus	fine	GC B	cell_state	GC B	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: germinal centre
taurus	fine	Plasmablast	cell_state	Plasmablast	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: proliferative
taurus	fine	Plasma cell	cell_state	Plasma cell	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	IgG+ Plasma cell	cell_state	IgG+ Plasma cell	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: IBD class-switched
taurus	fine	Monocyte	cell_state	Monocyte	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: classical mono
taurus	fine	S100A8/9 hi TNF hi IL6+	cell_state	S100A8/9 hi TNF hi IL6+	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: inflammatory mono — IBD signature
taurus	fine	C1Q hi IL1B lo	cell_state	C1Q hi IL1B lo	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: resident macrophage
taurus	fine	C1Q hi IL1B hi	cell_state	C1Q hi IL1B hi	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: inflammatory macrophage
taurus	fine	Macrophage	cell_state	Macrophage	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	DC	cell_state	DC	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	LAMP3+ IL1B+ DC	cell_state	LAMP3+ IL1B+ DC	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: mature/activated DC
taurus	fine	pDC	cell_state	pDC	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: plasmacytoid
taurus	fine	Fibroblast	cell_state	Fibroblast	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	THY1+ FAP+ PDPN+	cell_state	THY1+ FAP+ PDPN+	fibroblast	inflammatory_fibroblast	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: IBD inflammatory fibroblast signature
taurus	fine	Pericyte	cell_state	Pericyte	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: F8 collapses pericyte into fibroblast bucket
taurus	fine	Vascular	cell_state	Vascular	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: endothelial cells; LEC/BEC likely lumped
taurus	fine	Enterocyte	cell_state	Enterocyte	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: SI absorptive — canonical_broad reuses 'colonocyte' as the absorptive bucket
taurus	fine	TA (ileal)	cell_state	TA (ileal)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: transit-amplifying
taurus	fine	Undiff (ileal)	cell_state	Undiff (ileal)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: undifferentiated TA-adjacent
taurus	fine	Goblet (ileal)	cell_state	Goblet (ileal)	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	Tuft	cell_state	Tuft	enteroendocrine/tuft	tuft	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	EEC (ileal)	cell_state	EEC (ileal)	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	Colonocyte	cell_state	Colonocyte	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	LGR5+ Stem	cell_state	LGR5+ Stem	epithelial progenitor	crypt_stem	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: LGR5+ crypt-base stem
taurus	fine	TA (colonic)	cell_state	TA (colonic)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	Undiff (colonic)	cell_state	Undiff (colonic)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	Goblet (colonic)	cell_state	Goblet (colonic)	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	EEC (colonic)	cell_state	EEC (colonic)	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
taurus	fine	CT Goblet	cell_state	CT Goblet	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: crypt-top goblet, UC-relevant
taurus	fine	<pending-HB-unseen: ~64 labels>	cell_state	<pending-HB>	<pending-HB>	<pending-HB>		pending-HB	Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted rows above cover the subset reachable from paper supplement / portal at draft time; remaining labels must be enumerated from obs on first HB load and added by extending the draft block in scripts/build_celltype_crosswalk.py. See data/atlases/crosswalk_draft_notes.md for the per-atlas granularity flags and uncertain rows.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	B cell	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 4 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	NK/ILC	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 2 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	T cell	T cell		CL:0000084	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 13 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	colonocyte	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 2 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	dendritic cell	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	endothelium	endothelium		CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 1 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	enteroendocrine/tuft	enteroendocrine/tuft		CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	epithelial progenitor	epithelial progenitor		CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 5 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	fibroblast	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	goblet	goblet		CL:0000160	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	granulocyte	granulocyte		CL:0000094,CL:0000775,CL:0000771	paper-supplement-structural-zero	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Atlas not expected to populate this bucket (technical / cohort reason — see crosswalk_draft_notes.md).
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	mast cell	mast cell		CL:0000097	paper-supplement-uncertain	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	monocyte/macrophage	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 5 native fine label(s) in the draft block.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	mural/glia	mural/glia		CL:4040002,CL:0000125	paper-supplement-uncertain	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
taurus	broad	<draft-from-paper>	low (mapped via LOW_TO_BROAD)	plasma cell	plasma cell		CL:0000786	paper-supplement	VERIFY ON LOAD: Thomas et al., Nat Immunol 25:2152-2165 (2024); Zenodo v3 10.5281/zenodo.14007626; draft from PMC11519010 Extended Data Fig 1c-j (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
hca_gut	fine	Stem cells	author_cell_type	Stem cells	epithelial progenitor	crypt_stem	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: LGR5+ stem
hca_gut	fine	Proximal progenitors	author_cell_type	Proximal progenitors	epithelial progenitor	crypt_stem	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: regional stem; developmental
hca_gut	fine	Distal progenitors	author_cell_type	Distal progenitors	epithelial progenitor	crypt_stem	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: regional stem; developmental
hca_gut	fine	Transit-amplifying (TA)	author_cell_type	Transit-amplifying (TA)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	CLDN10 cells	author_cell_type	CLDN10 cells	epithelial progenitor		CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: pancreatic-progenitor-like; ambiguous
hca_gut	fine	Enterocytes	author_cell_type	Enterocytes	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: SI absorptive
hca_gut	fine	Colonocytes	author_cell_type	Colonocytes	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	BEST4 enterocytes	author_cell_type	BEST4 enterocytes	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: BEST4+ subtype
hca_gut	fine	BEST2+ goblet cells	author_cell_type	BEST2+ goblet cells	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Goblet cells	author_cell_type	Goblet cells	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Paneth cells	author_cell_type	Paneth cells	goblet	paneth_like	CL:0000160	paper-supplement	VERIFY ON LOAD: secretory; F8 paneth_like bucket
hca_gut	fine	Tuft cells	author_cell_type	Tuft cells	enteroendocrine/tuft	tuft	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Microfold (M) cells	author_cell_type	Microfold (M) cells	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: specialized antigen-sampling; no F8 bucket
hca_gut	fine	Enteroendocrine cells	author_cell_type	Enteroendocrine cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Enterochromaffin (EC) cells	author_cell_type	Enterochromaffin (EC) cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	M/X cells	author_cell_type	M/X cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	D cells	author_cell_type	D cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: SST+
hca_gut	fine	beta cells	author_cell_type	beta cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: INS+; FLAG developmental
hca_gut	fine	L cells	author_cell_type	L cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: GCG+
hca_gut	fine	N cells	author_cell_type	N cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: NTS+
hca_gut	fine	K cells	author_cell_type	K cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: GIP+
hca_gut	fine	I cells	author_cell_type	I cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: CCK+
hca_gut	fine	NPW-EC cells	author_cell_type	NPW-EC cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	TAC1-EC cells	author_cell_type	TAC1-EC cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	NEUROG3+ progenitors	author_cell_type	NEUROG3+ progenitors	enteroendocrine/tuft		CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: EEC progenitor
hca_gut	fine	Arterial endothelial cells	author_cell_type	Arterial endothelial cells	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Venous endothelial cells	author_cell_type	Venous endothelial cells	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Capillary endothelial cells	author_cell_type	Capillary endothelial cells	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Arterial capillaries	author_cell_type	Arterial capillaries	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	LEC1	author_cell_type	LEC1	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	LEC2	author_cell_type	LEC2	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	LEC3	author_cell_type	LEC3	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	LEC4	author_cell_type	LEC4	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	LEC5	author_cell_type	LEC5	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	LEC6	author_cell_type	LEC6	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: lymphatic subset
hca_gut	fine	Enteric neural crest cells (ENCCs)	author_cell_type	Enteric neural crest cells (ENCCs)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: neural crest progenitor; developmental
hca_gut	fine	Neuroblasts	author_cell_type	Neuroblasts	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: developing neuron
hca_gut	fine	Branch A1 (iMN)	author_cell_type	Branch A1 (iMN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch A2 (IPAN/IN)	author_cell_type	Branch A2 (IPAN/IN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch A3 (IPAN/IN)	author_cell_type	Branch A3 (IPAN/IN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch A4 (IN)	author_cell_type	Branch A4 (IN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch B1 (immature eMN)	author_cell_type	Branch B1 (immature eMN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch B2 (eMN)	author_cell_type	Branch B2 (eMN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Branch B3 (IPAN)	author_cell_type	Branch B3 (IPAN)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: enteric neuron lineage
hca_gut	fine	Glia 1 (DHH+)	author_cell_type	Glia 1 (DHH+)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Glia 2 (ELN+)	author_cell_type	Glia 2 (ELN+)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Glia 3 (BCAN+)	author_cell_type	Glia 3 (BCAN+)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Differentiating glia (COL20A1+)	author_cell_type	Differentiating glia (COL20A1+)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Mesoderm 1	author_cell_type	Mesoderm 1	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: developmental progenitor
hca_gut	fine	Mesoderm 2	author_cell_type	Mesoderm 2	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: developmental progenitor
hca_gut	fine	Stromal 1	author_cell_type	Stromal 1	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: S1 crypt/villus tip
hca_gut	fine	Stromal 2	author_cell_type	Stromal 2	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: S2 crypt base
hca_gut	fine	Stromal 3	author_cell_type	Stromal 3	fibroblast	inflammatory_fibroblast	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: S3 inflammation-associated per Smillie nomenclature; VERIFY marker overlap
hca_gut	fine	Stromal 4	author_cell_type	Stromal 4	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: S4 submucosal
hca_gut	fine	T reticular cells	author_cell_type	T reticular cells	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: reticular network
hca_gut	fine	Follicular dendritic cells (FDCs)	author_cell_type	Follicular dendritic cells (FDCs)	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: stromal lineage NOT myeloid DC; confusable naming
hca_gut	fine	FMO2 stromal cells	author_cell_type	FMO2 stromal cells	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Myofibroblasts	author_cell_type	Myofibroblasts	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: no F8 myofib bucket
hca_gut	fine	Cycling myofibroblasts	author_cell_type	Cycling myofibroblasts	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Smooth muscle cells	author_cell_type	Smooth muscle cells	mural/glia		CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: no F8 SM bucket; broad mural
hca_gut	fine	Interstitial cells of Cajal (ICC)	author_cell_type	Interstitial cells of Cajal (ICC)	mural/glia		CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: interstitial pacemaker
hca_gut	fine	Immature pericytes	author_cell_type	Immature pericytes	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: broad collapses pericyte
hca_gut	fine	Contractile pericytes	author_cell_type	Contractile pericytes	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Angiogenic pericytes	author_cell_type	Angiogenic pericytes	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	CD36+ pericytes	author_cell_type	CD36+ pericytes	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Mature pericytes	author_cell_type	Mature pericytes	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Mesothelial cells	author_cell_type	Mesothelial cells	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: serosal; no mesothelium bucket — forced fit
hca_gut	fine	RGS5+ mesothelial cells	author_cell_type	RGS5+ mesothelial cells	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: serosal; forced fit
hca_gut	fine	Mesenchymal lymphoid tissue organizers (mLTo)	author_cell_type	Mesenchymal lymphoid tissue organizers (mLTo)	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: developmental organizer
hca_gut	fine	CD4 T cells	author_cell_type	CD4 T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	SELL+ CD4 T cells	author_cell_type	SELL+ CD4 T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: naive-like CD4
hca_gut	fine	T regulatory cells (Treg)	author_cell_type	T regulatory cells (Treg)	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: FOXP3+
hca_gut	fine	CD8 T cells	author_cell_type	CD8 T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Tissue-resident CD8 T cells	author_cell_type	Tissue-resident CD8 T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: Trm CD8
hca_gut	fine	TCRalpha-beta+ T cells	author_cell_type	TCRalpha-beta+ T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: conventional alpha-beta
hca_gut	fine	TCRgamma-delta+ T cells	author_cell_type	TCRgamma-delta+ T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: unconventional gamma-delta
hca_gut	fine	Cycling T cells	author_cell_type	Cycling T cells	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: cycling-T-lineage; NOT unprefixed-cycling
hca_gut	fine	Common lymphoid progenitor (CLP)	author_cell_type	Common lymphoid progenitor (CLP)	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: progenitor; developmental
hca_gut	fine	Pro-B cells	author_cell_type	Pro-B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: developmental
hca_gut	fine	Pre-B cells	author_cell_type	Pre-B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: developmental
hca_gut	fine	Immature B cells	author_cell_type	Immature B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
